author,comment
Jordandalo,Kids in the future will never know how painful it was to have to wait to see this after infinity war
Ad8.Mp4,Goosebumps 
Hari,I still get goosebumps by watching this trailer again 
SPIDEY SHOAIB,Unforgettable Movie️
Aldrin Pasion,The only best thing that happened in 2019.
Nisti,Best Film in the World!
Kevin,"Peggy: ""None of us can go back""

This movie is literally about time travel"
Ls8s,The hype for this movie was something else
Hisham Mohammed,I came back for this epic trailer!
MONSTER,Still get goosebumps
Megan Kelley,back here in 2022 sobbing over remembering how excited I was for this movie
Chaitanya Singh,I am so happy because this movie was released on my birthday
fet,"Gentlemen...
We finally arrived at the end of this saga,
it’s been an honour watching this with you."
Loki,Almost three years of this masterpiece… wish to experience for the first time again
hannah,"My grandchildren: What’s the Avengers granny? 

Me, dramatically looking into the distance: There was an idea..."
JD RebelLove,"This came up in my feed and I take this as a sign, everytime this pops up I usually end up rewatching Infinity War/Endgame"
Vlair,"The ""Whatever it Takes"" always give me goosebumps."
Qatrunnada Santi,Marvel always be my favourite movies!!
Kashyap Patel,The Music Still gives goosebumps……..
Ram V,Amazing Avengers!!! Wish they were real and they could protect the world to remain Greener and Cleaner!!
Sukhmeet Singh,Those two years of infinty war and endgame was a real Hype
Yash The Vlogger,Its 60th time to come and get my day better and harder still miss this masterpiece
Doctor Emmett L. Brown,"1:58 Took me years to notice how Avengers symbol comes back together.. From the dust that was result of a snap, or from pieces which was the Avengers state after Civil War and even more so - Infinity War"
Lizardboi_YT,A true two parted masterpiece
Fun World,"I wish if they could make a comeback of all avengers in one movie again...together, really miss them to watch."
Pranav Bhattad,"This movie is a masterpiece ofc, it will take them 2 more decades to make a movie like this again. Waiting for Avengers 5!"
Kalrosli,"This trailer proof that Tony Stark has a heart 

We love you 3000"
SolidSnake7820,An historic event we would never forget... 
octagram,this  was just one of the best movies the hype was insane and it lift up to it and far far more its just so good just like you said you can just come back watch this movie and feel totally hyped again
Haroon Yousafi,No movie will match the hype of Endgame!!!
Abandz11,“Even if there’s a same chance we owe this to everyone who’s not in this room to try “ my God I love this movie
MyMind Imagination,It's always brings back the chills whenever I watch this trailer. Hello 2022!
Little Marley567,The next generation won’t be able to experience the hype that went around with this movie
nxtwars,looking back at the old marvel movie trailers is so sad yet im happy because i got to experience them in the cinema and watch them while their hype was around
Riki Libarnes,"It's been 2 years already this day


I will never forget the experience. Whatever it takes."
NILOY KARMAKAR,"It's not a movie it's a part of my heart.
MCU fan from Bangladesh 🇧🇩"
Dinesh Kathayath,"Yes, I can watch this all day!"
N A P,The greatest movie of all time
Marina Pagès,If a few years ago they told me that I would become a fan of the saga. I would not have believed it...It's an exciting movie in many ways amd that also knows how to reach the heart for the personal outcome of superheroes.
AnimationRainriteWolf,"I really hope they do a re-release of this movie, because I wanna see it again. I really hoped that this movie would finally dethrone Avatar as the highest grossing film of all time (and the fact that it didn't even get nominated for Oscars, that's not Best Visual Effects, still pisses me off and I will never forgive The Oscars for snubbing this). This movie deserves a 2nd release"
Ahmed Khan,"Black widow- Shoots bullets

Thanos- Am i a joke to you?"
TIGER,Legends bringing back memories before it's 2022
Zishan Baig,I wish i could watch this movie again for the first time.
Angel Avila,2022 wish I could rewatch this for the first time again
Pragati Hans,"It still hurts that much   
It still gives me that goosebumps 
I... I wanna... I wanna cry .... Again"
,When does this movie come out?
Mohamad Abdl Ghani,"I came to watch the trailer for the first time after watching the movie, realized that there's actually no spoilers in the trailer not even a single one..... That's how you make trailers. "
Kishan Bhatt,"Idk if I feel happy, nostalgic or sad after watching this trailer now."
Kim Rosa,"One thing no one noticed about this trailer is that Tony Stark ( Ironman ) , Natasha Romanoff ( Black Widow ) & Steve Rogers ( Captain America ) were only the 3 heroes whose voice & dialogues was in the whole trailer . There was already a hint that this was their last movie in the Marvel Universe but we didn't see that coming  Took me so long to understand in 2022 when I again watched the trailer to remember the old vibes "
Ramkumar A,My all time favourite trailer ️
blu e,Before I watch Endgame I watch every MCU film and it’s the same feeling every time. RIP Stark man my favorite hero 
Yash gaming,Is anyone still seeing the trailer in 2022 ️
Lilly Smith,Black Widow goes through more hair changes in this trailer than the whole of the MCU 
Bach Nguyen,Can't believe it's been 3 years already
Brotherly Love Studios,"Buckle up Marvel fans, we’re in the endgame now."
Ron Jacob,"This trailer has the same energy as Godzilla vs Kong...
I never get tired of rewatching it"
rol ex,A moment of silence for the future generations who didn't get to experience this one in a lifetime hype and theater experience
Aakash pal,We want only Robert Downey Jr as a iron man 
Rayan Fysal Rahman,Three years and I'm still getting chills watching the goddamn trailer.
NXT LVL,Those who watched first show of end game in theatres experienced a historic event in history of the cinema
Adithya Sudheer,Still can't believe we'll never see the original six aging together.
Woodrixland Empire News,"This movie is a breakthrough in movie history, one of the best movies the world ever has seen."
0609kat,"This was the first movie i saw when it came out. I did not understood the story back then, my siblings wanted to watch and they were excited so i went to the cinema with them. I had to rewatch everything in order and now i understand the story of the end game."
Invincibleツ,This is history being made right here
Dale Audi Vibar,Still watching this at 2022  Just to feel hyped again. Marvel's just the best.
Lycanroc,when you realize Endgame came out almost 3 years ago
Platinum ShadowHunter,"Before Endgame: ""What'll Nat do, shoot Thanos?""

Post-Endgame: ""We Stan the queen."""
MOHAMMED Sameer,Probably the most legendary Marvel movie of all time 
AS edits,The BGM man it's gives goosebumps everytime
Daniel Timotio Soares,Tony Stark é um herói !
Lot BL,"And still
Best movie ever made "
Nithin Sebastian,After watching 2 years️
karolina balaban,"Natasha: Whatever it takes


Tony: Whatever it takes "
Chizuru Mizuhara,Still can't believe this was three years ago.....WOW
Proxxy,"You watched the trailer and then the movie
Where did that bring you?

Back to me..."
Mohammad Ali,I still get goosebumps
Cum In Disguise,"This movie was so hard watching it in the Theatre because almost all of the seat is unavailable and the only seat that's not occupied is in the front, and it was so hard to watch cause of my neck hurting but it was worth it. Especially when Dr. Strange and all the other MCU characters came out of the portal and Captain America saying his last ""Avengers... Assemble"" truly worth it."
The-One-Above-All,"You could not handle, the end of an era of your favorite heroes. And where did that bring you? Back to the trailers"
1203 SR,"I haven't reached half of my life right now, but I don't think there's anything more than the excitement and excitement of Avengers: Endgame in the future."
