author,comment
AncientSalt,"If something's free to use nowadays, Ye be warned: You ARE the product."
Jakub Husenica,"I was ready to change my view on Zuckerberg after watching this, but his latest move when it comes to spreading hate towards Russians and Belarussians is deeply disturbing and evil."
,all i have is nothing but mad respect for u lex. wishing u nothing but love from broken beirut.
Cult Comedy,"Great interview Lex, you’re assembling an invaluable library of information with this channel. Hope you’re doing well x"
COTCHAMAE - NO PHKZ GIV’N,"For Phukherbird to accept Lex’s invite defines a lot about Lex’s character and reputation. No bias just tough questions. What a podcast should be. Opposite Mainstream, Opposite Washington. Was Zuck honest? Trick question! Don’t know, don’t matter because at the end of the day things will still be and so will I. Later Compadres!!!"
GioSh,"We always tend to antagonize and dehuminze characters who are different, and forget that this guy started as a simple programmer/web-site creator. It was really good interview"
FilthyCasualWarrior,"I deleted facebook years ago. Zuck said from the beginning no ads, then when the ads came, idk, I lost a lot of interest but fuck it i would have sold out, too. Lol.

I actually think facebook is for sure malicious, but it was people i grew up with having outstandingly ignorant opinions that made me lose respect for them in the real world that made me delete it. Not facebook itself."
Aaron Gray,We are really going to need RSA in the MetaVerse !
TOP IN THE WORLD,was gonna dislike as social norm but this man is a OG so 👍
Austin Miller,Nice work Lex!
Holographic Sol,Thank you to you both
Jasper Stojanovski,Thanks for getting him on. I don’t think I’ve listened to a long-form podcast with Zuckerberg before. It was interesting to see how his mind works.
Leon M. Morris,Great conversation.
Pualani Casey,"I guess the WI election investigation report came pit after this interview. If the alligations are true, then Mark could possibly be the financing for the ""fortification"" of the 2020 election.
I hope he's happy with how America is currently."
Gracefully Insane,"Dont ban things that dont break the law! Then your company can just say ""we dont ban anything legal, go talk to the government and change the law if you want""

If I can think of this you absolutely thought of it, you're choosing to censor because you like the power."
Jorge Barillas,"Lex, what about deep fakes when doing video conferencing? I saw a video done by the Corridor Crew, where deep fake can be used during a live video call. It's not perfect but, it sure looks like it's not that far off. Specially if it gets combined with the audio software that can replicate your voice by listening to what you say. It seems that on its own it can be dangerous when it gets applied into social media. We wont be able to tell if we would be talking to the real person. Who knows, you may already be deep faking us with AI on these pod casts 😂"
lennon john,Total respect 🙏
B dun,this is a historical moment. 2 robots having a convo together!!
Jon Mancuso,The Zuck nailed this interview and had good answers to hard questions.
Jason Anderson,"Hearing you guys talk about how much of your life will be online makes me want to smash this phone, cancel everything and go start a non religious sect of the Amish. Maybe we'll make a rule where technology available in the year 2000 is OK but anything newer is not. We'll use time savers like calculators, tractors, farm equipment, basic computing for record keeping, basic phones and messaging etc while shunning anything that absorbs your time."
meansRSK,"Man, it would have been great to see some hard hitting questions of his accused idolization of Chinese style governmental fascism."
The Renaissance Man,"In Lex’s opening statement he said “The power of innovation and engineering coupled with freedom of speech in the form of its highest ideal I believe can solve any problem in the world.”

I think this is devoid of telos however. Why solve the world’s problems, and at what cost? Should I sacrifice my savings account to help a homeless man turn his life around? Where do we apply the innovation and engineering? Right now it seems directed towards better microchips, cryptocurrencies, and algorithms that keep us on social media as long as possible."
Drico Irving,😂😂😂When he circled the lights I died
Daniel,That was amazing. Mark needs these philosophical questions more often. It felt so much more human.
TacticalDingus,I feel like this whole conversation mark was just doing a sales pitch to lex to convince him his company is good and non bias and he is a normal human being
The Man From Dyatron,"Lex just went from interviewing scientists about aliens, to interviewing an alien"
ruckin3,Tougher questions and pressing for very direct answers would have made this better. Mark went on here because he knew he could squirm. Interviewers should not tolerate that if they respect themselves. Politicians play the media all the time and the difference is that the MSM tolerates it. Independent media shouldnt.
Abelardo Ara,"My nephew would live the rest of his life in his room with the door closed playing his game. Why would you want to live in a virtual world, when the world we live in is so beautiful. Maybe it's not as beautiful as it once was. But it has a lot of potential. Watching that interview I felt sad. I'm going to detox my mind by sitting next to a campfire."
