author,comment
Dale Smith,"Elon, I support you in all that you do. I know you are a brilliant man.  I know there are those who want you to fail. I  yes, pray for your success . It was so awesome to you say that before the launch, you got on your knees and prayed (I know that is the single most important thing you did for its great success). Elon, please make prayer part of your very busy life . Thank God for your great success. "
555 kw,"One of the few interviewers that can keep up with Elon or can at least elicit more thought provoking/technical conversation, thank you Lex"
bahar patel,"Elon Musk is one of the most prolific brilliant minds out there! 
And he is so much fun "
Lady Ellen Sings,"Elon looked so emotional,so human."
glen cecil,"Don't try to have a big impact on the world, just try to be useful. So said a truly great man. Elon Musk."
Mark Henning,Like the commentator and of course alone they speak the absolute best of humanity what a wonderful way for countries to work together instead of certain less productive endeavors!
Bakhtiyor Sulaymonov,Great interview 
Frank Frisby,What’s nice about lex interviews compared to others with Elon is Lex ask real questions and dive deep. That’s why I appreciate this podcast.
Hermit Rob,"A once in a lifetime genius. And I, as anyone should, don't use that word lightly. The Tesla, Edison, Einstein, Von Braun, Tsiolkovsky, respectively, and Goddard of our time. Above all, truly I believe, has humanities best interests at heart. Could care less about meeting 9.99% of ""famous"" people, but would absolutely love to hang out with Elon for day, or a week. Side note: Isn't it amazing how long he takes to answer a complex question? The amount of thought, and calculation to give an accurate answer. I counted 22 seconds on the ""put a man on Mars"" question."
Cgreenie,The amount of times i checked to see if the video was buffering but Elon was just thinking is countless 
Linda Brown,"I love you, Elon too. It's time that we have hope for humanity to hear you say such positive statement. I know I have given up.  Thank you Jesus."
Reno Raines the BH,"I'd really would love to know, how we be able to protect ourselves from hackers, as everything will become fully automated eventually. Because I don't see how is that possible, the industry is booming, already you can make huge money by creating cheat tools for games, which makes it appealing to more software engineers each day. And this will only continue to raise. It will allow anyone who is tech savvy to access great power in the future."
ML Le,"Very direct inspiration n humor interview math, physics, C++ specially loves. Thank you."
Andrew Bathurst,"I love the way you navigate conversations Lex, you're base simplicity makes conversations almost seamless. I see your ability to throttle the conversations and allow the listener/guest to consolidate their energy to respond as accurately as possible. It's a beautiful skill to witness!"
MegaSogni,Thank you Lex Fridnan and Elon Musk.
Diasporalogue,The long pauses before he responds. Powerful interview
ScrewB,Greatest vaporware salesman of all time.
A YouTuber,Is it possible to somehow concentrate the water molecules in the air in a long line when the sun is shining to create a magnifying glass like effect ? I wonder this because when a water drop lands on a leaf it burns sometimes and I was thinking about tools the sun can be/has been used for.
Manav Patra,"@1:02:00 - 1:02:40

One of the highlights of this podcast. Yes, Elon's well read!"
Chuong Nguyen,Great podcast to end the year 2021. Listening to this 2h30m conversation feels like as a 5min. But it packs information of a thick book. Thanks a lot Elon Musk and Lex Fridman.
Cusion Wong,"'Fuck that, we're getting it done' - best quote ive ever heard in my life"
Rohith Dsouza,"A short summary:



- Finishing high stress situations sucessfully you feel more relief than elation

- Most difficult problem regarding starship is engine production, right from the materials to design you have to have the best of everything to make the best engine"
Greer Evans,A world that works and nobody gets left out. Make it real.
Paul O'Neil,Time Index 16:15 (this is who Elon is and why he is f'ing amazing as a human) - We just have to keep doing this or die trying - Elon Musk
Parede 2775,One of the most interesting conversations ever
Kim Sidorski,"It's interesting to note here, that according to William Thompkins, there were ALREADY ET bases on our moon during the Apollo space program. I HIGHLY recommend that anyone watching this video, who's not familiar with Bill Thompkins, research him."
Shard Plays Games,Imagine sending your Tesla Bot in your Tesla Car to go to the store for you lol
Vaughn Macdonald,I’ve never seen Elon take so much time to answer the questions posed. He must have been put at ease in this interview. Awesome video. Epic I think…
Stephanie B,Absolutely my 2 favourites 
Will4May,"I wonder how many rocket staff from around the world watch this while writing notes down, Bezos definitely."
Rodney J Deniston,"Elon, I got it now. I know how we can pass through
the gate to get outside the
Firmament Dome and survive. Also, a diamond
Nozzle will by far improve"
AleKai The Great,I find it hilarious the amount of people who still haven't caught on to the fact that Elon is a horrible person.
amelioration,"Lex, you’re a very smart, humble man. I’ve personally enjoyed several of your podcast episodes. However,  there’s one thing that you continually push that bothers me to my core. It’s the idea of robots being our “friends” They are not human. Program them all you want but they will never be human? You mention loneliness, etc. There’s millions of people in the world. If you yourself are lonely, it’s by choice? Thousands of organizations need volunteers. There’s clubs everywhere offering a variety of interests. Please stop pushing it & venture out "
